title,genre_id,platform_id,publisher_id,metacritic_score,release_date
Star Wars Battlefront (2015),2,6,4,75,2015-11-17
Resident Evil: The Mercenaries 3D,2,25,22,63,2011-06-28
Star Wars Battlefront: Elite Squadron,2,10,13,59,2009-11-03
Dark Sector,2,4,63,71,2008-03-25
Far Cry 2,2,6,8,84,2008-10-21
Cars 2,7,4,36,75,2011-06-21
Children of Mana,5,10,57,70,2006-11-01
Harvest Moon 64,6,19,83,78,1999-11-30
The Saboteur,1,1,4,71,2009-12-08
Sonic Lost World,10,25,21,52,2013-10-29
You're in the Movies,8,4,19,51,2008-11-17
Crazy Taxi: Fare Wars,7,7,21,63,2007-08-07
Tiger Woods PGA Tour 07,4,4,3,82,2006-10-17
Atelier Rorona: Alchemist of Arland,5,1,142,64,2014-06-24
Yu-Gi-Oh! Forbidden Memories (JP sales),5,9,27,63,2002-03-20
Theme Park Roller Coaster,13,3,4,79,2000-12-04
Alice in Wonderland,11,10,36,70,2010-03-02
FIFA World Cup Germany 2006,4,4,3,78,2006-04-24
A Way Out,1,2,4,75,2018-03-23
Unreal Tournament III,2,4,39,78,2008-07-07
Silent Hill: Shattered Memories,11,8,27,73,2009-12-08
Shadowrun (2007),2,4,5,63,2007-05-29
Dark Sector,2,1,63,72,2008-03-25
F.E.A.R. 2: Project Origin,2,1,15,82,2009-02-10
Petz Sports,6,8,8,50,2008-11-04
Dance Dance Revolution: Mario Mix,6,23,57,70,2005-10-24
Dead Space Extraction,2,8,4,82,2009-09-28
Doom 64,2,19,39,74,1997-03-31
Dragon Age Origins: Awakening,5,4,4,83,2010-03-16
Quest 64,5,19,32,54,1998-06-11
Final Fantasy Crystal Chronicles: Echoes of Time,5,10,17,77,2009-03-24
Sonic Mania,10,24,21,88,2017-08-15
Spider-Man 3,10,10,2,80,2007-05-04
Spider-Man 3,10,8,2,48,2007-05-04
Two Worlds II,5,1,121,65,2011-01-25
Dynasty Warriors Gundam,1,1,54,64,2007-08-28
Tiger Woods PGA Tour 07,4,8,3,71,2007-03-13
Need for Speed Carbon,7,14,4,79,2006-10-31
Knack 2,10,2,50,67,2017-09-05
James Bond 007: Blood Stone,1,4,2,62,2010-11-02
NBA Live 07,4,4,3,60,2006-09-25
2010 FIFA World Cup South Africa,4,7,3,68,2010-04-27
Viva Pinata: Trouble in Paradise,6,4,5,85,2008-09-02
FlingSmash,1,8,57,38,2010-11-07
Spider-Man: Friend or Foe,1,10,2,53,2007-10-02
Detective Pikachu,11,25,57,71,2018-03-23
"Warhammer 40,000: Dawn of War II",13,6,32,87,2009-02-19
Alien Trilogy,2,9,35,80,1997-09-01
Luigi's Mansion,11,25,57,73,2018-10-12
Just Dance 2014,12,2,8,75,2013-11-15
ICO,11,3,9,88,2001-09-24
Fantavision,14,3,9,80,2000-10-25
Mario Sports Superstars,4,25,57,60,2017-03-24
Mega Man Star Force 3: Black Ace / Red Joker,5,10,22,57,2009-06-30
ATV Offroad Fury Pro,7,7,9,76,2006-10-26
Metal Gear Solid: The Essential Collection,11,3,27,90,2008-03-18
FIFA Soccer 12,4,6,3,91,2011-09-27
The Golden Compass,11,4,21,44,2007-12-04
Dragon Ball Z: Collectible Card Game,8,12,64,60,2002-05-29
MX vs. ATV: Alive,7,1,32,69,2011-05-10
Need for Speed: Hot Pursuit,7,8,4,50,2010-11-16
Crash Nitro Kart,7,12,47,77,2003-11-11
State of Decay 2,3,5,6,70,2018-05-22
Bloody Roar II,9,9,9,82,1999-04-30
Mat Hoffman's Pro BMX 2,4,3,2,81,2002-08-12
Tales of Vesperia,5,1,54,80,2009-09-17
Classic NES Series: Pac-Man,14,12,57,57,2004-06-02
Jak and Daxter: The Lost Frontier,10,3,9,75,2009-11-03
Disney's Kim Possible 3: Team Possible,10,12,36,90,2005-08-21
Tomb Raider: Legend,1,7,18,72,2006-06-21
Boom Blox Bash Party,14,8,4,88,2009-05-19
Brothers In Arms: D-Day,2,7,8,68,2006-12-05
Red Faction: Armageddon,2,1,32,70,2011-06-07
Syphon Filter: Logan's Shadow,2,7,9,84,2007-10-02
Hyrule Warriors: Definitive Edition,1,24,57,80,2018-05-18
.hack//Outbreak Part 3,5,3,72,71,2003-09-09
Iridion 3D,2,12,14,56,2001-05-29
Area 51,2,3,39,77,2005-04-25
Enemy Territory: Quake Wars,2,4,2,67,2008-05-27
Vandal Hearts,5,9,27,77,1997-03-27
"Warhammer 40,000: Space Marine",2,1,32,73,2011-09-06
PES 2009: Pro Evolution Soccer,4,8,27,84,2009-03-17
F.E.A.R. 3,2,1,15,78,2011-06-21
Phantasy Star Online Episode I & II,5,23,21,82,2002-10-29
Enter the Matrix,1,23,23,65,2003-05-14
Bleach: The Blade of Fate,9,10,21,82,2007-10-09
Apocalypse,1,9,2,67,1998-10-31
Band Hero,8,10,2,63,2009-11-03
The Powerpuff Girls: Relish Rampage,1,3,149,38,2002-11-24
L.A. Noire,11,24,1,79,2017-11-14
Worms: Open Warfare 2,13,7,32,81,2007-09-04
Sid Meier's Civilization Revolution,13,10,34,82,2008-07-08
Dynasty Warriors: Strikeforce,1,7,106,64,2009-04-28
Lego Batman 3: Beyond Gotham,1,27,33,74,2014-11-11
Command & Conquer: Red Alert 3,13,4,7,74,2008-11-11
Tomb Raider: Underworld,11,8,18,63,2008-11-18
Tekken Advance,9,12,12,83,2002-01-28
The Sims 3: Ambitions,6,6,4,79,2010-06-01
Style Savvy: Styling Star,6,25,57,85,2017-12-25
Bee Movie Game,1,10,2,60,2007-10-30
TNA iMPACT!,9,4,39,64,2008-09-09
WWE Day of Reckoning,9,23,32,81,2004-08-30
Scooby-Doo! and the Spooky Swamp,1,8,15,76,2010-09-14
Hot Wheels: Stunt Track Challenge,7,12,32,53,2004-11-10
Vin Diesel: Wheelman,7,4,8,67,2009-03-24
Burnout Dominator,7,7,4,78,2007-03-06
Silent Hill: Homecoming,1,4,27,76,2008-09-30
Shin Megami Tensei: Persona 3,5,3,67,87,2007-08-14
Persona,5,9,67,81,1996-01-01
LEGO Rock Band,8,10,15,84,2009-11-03
F.E.A.R. 3,2,4,15,78,2011-06-21
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2,7,9,75,2010-02-16
NBA Live 2005,4,23,3,85,2004-09-28
Virtua Tennis 4,4,1,21,64,2011-05-10
Blood Omen: Legacy of Kain,5,9,108,78,1996-11-14
Eternal Sonata,5,1,54,83,2008-10-21
Hyperdimension Neptunia,5,1,142,53,2011-02-15
Need for Speed: Shift 2 Unleashed,7,4,4,85,2011-03-29
The Darkness,2,4,34,83,2007-06-25
Resistance: Burning Skies,2,17,9,48,2012-05-29
Battlefield 2: Modern Combat,2,3,4,76,2005-10-24
Crash: Mind Over Mutant,10,8,2,75,2008-10-07
Shin Megami Tensei: Devil Survivor Overclocked,5,25,67,76,2011-08-23
X-Men Legends II: Rise of Apocalypse,5,14,2,83,2005-09-20
SingStar Queen,8,1,9,68,2009-08-04
Samurai Warriors 3,1,8,57,51,2010-09-27
Battlebots: Design & Destroy,1,12,14,40,2003-08-31
Naughty Bear,1,1,56,45,2010-06-29
Hey! Pikmin,10,25,57,68,2017-07-28
Major League Baseball 2K6,4,3,31,73,2006-04-03
G-Force,1,8,36,75,2009-07-21
Wario World,10,23,57,75,2003-06-24
Yu-Gi-Oh! 5D's Tag Force 4,13,7,27,70,2009-11-17
Story of Seasons,8,25,132,77,2015-03-31
Tetris Axis,14,25,57,78,2011-10-02
LEGO DC Super-Villains,3,24,33,78,2018-10-16
Madden NFL 12,4,8,3,70,2011-08-30
LEGO Star Wars II: The Original Trilogy,1,14,13,83,2006-09-12
Viking: Battle for Asgard,1,4,21,62,2008-03-25
2014 FIFA World Cup Brazil,4,4,3,73,2014-04-15
Chocobo Racing,7,9,101,54,1999-07-31
Star Fox: Zero,2,27,57,67,2016-04-22
Child of Eden,2,4,8,83,2011-06-14
NBA 2K18,4,24,31,75,2017-09-19
Madden NFL 2003,4,23,3,91,2002-08-12
Rocksmith 2014,12,5,8,90,2016-10-04
Primal,1,3,9,71,2003-03-25
Def Jam Icon,1,1,4,66,2007-03-06
Atelier Totori: The Adventurer of Arland,5,1,142,78,2011-09-27
NiGHTS into dreams...,10,20,21,91,1996-08-01
Need for Speed Underground 2,7,12,4,65,2004-11-15
Sin and Punishment: Star Successor,2,8,57,84,2010-06-27
Doom (2016),2,24,7,82,2017-11-10
OkamiDen,11,10,22,83,2011-03-15
007: Quantum of Solace,2,3,2,78,2008-11-04
Castlevania: Dawn of Sorrow,10,10,27,89,2005-10-04
Mischief Makers,10,19,57,65,1997-10-01
MLB 14 The Show,4,1,11,82,2014-04-01
Crash: Mind Over Mutant,10,7,2,48,2008-10-21
NHL Slapshot,4,8,3,76,2010-09-07
Army Men: Sarge's Heroes 2,2,19,80,60,2000-09-26
2010 FIFA World Cup South Africa,4,8,3,68,2010-04-27
Medal of Honor: Rising Sun,2,23,4,66,2003-11-11
Zack & Wiki: Quest for Barbaros' Treasure,11,8,22,87,2007-10-23
Harry Potter and the Goblet of Fire,11,23,4,67,2005-11-08
James Bond 007: Everything or Nothing,2,23,4,74,2004-02-17
Call of Duty: Black Ops II,2,27,2,86,2012-11-18
Call of Duty: Advanced Warfare,2,6,2,86,2014-11-04
Tony Hawk's American Wasteland,4,23,2,84,2005-10-18
Blazing Angels: Squadrons of WWII,6,4,8,64,2006-03-23
NBA Live 06,4,7,3,81,2005-10-04
LEGO Rock Band,8,1,15,74,2009-11-03
Guitar Hero: Smash Hits,8,4,2,71,2009-06-16
Castlevania: The Dracula X Chronicles,10,7,27,80,2007-10-23
Mega Man Anniversary Collection,10,23,22,75,2004-06-22
Grandia,5,20,170,87,1997-12-18
Horsez,6,10,8,40,2006-11-28
Colony Wars,6,9,138,88,1997-11-04
Vanquish,2,4,21,83,2010-10-19
Castlevania: Curse of Darkness,1,3,27,72,2005-11-01
Command & Conquer 3: Tiberium Wars,13,4,4,76,2007-05-08
Pirates of the Caribbean: At World's End,1,7,36,60,2007-05-22
Juiced: Eliminator,7,7,32,66,2006-06-28
Sonic Gems Collection,8,23,21,69,2005-08-16
Dr. Mario 64,14,19,57,60,2001-04-08
How to Train Your Dragon,1,8,2,66,2010-03-23
Madden NFL Football,4,25,3,45,2011-03-22
TimeShift,2,4,86,70,2007-10-30
Battlefield 2: Modern Combat,2,4,4,78,2006-04-11
Armored Core,6,9,9,72,1997-10-31
Zone of the Enders: The 2nd Runner,6,3,27,86,2003-03-10
Top Spin 4,4,4,31,82,2011-03-15
NBA 2K9,4,3,31,70,2008-10-07
NBA Jam,4,8,3,80,2010-10-05
WWE All Stars,9,1,32,76,2011-03-29
Green Day: Rock Band,8,4,42,78,2010-06-08
Dexter's Laboratory Deesaster Strikes,11,12,149,65,2001-09-26
Mortal Kombat: Deadly Alliance,1,23,39,86,2002-11-17
Rune Factory 3: A Fantasy Harvest Moon,5,10,83,80,2010-11-09
Naughty Bear,1,4,56,44,2010-06-29
Nintendo Labo: Toy-Con 03 Vehicle Kit,7,24,57,70,2018-09-14
NiGHTS: Journey of Dreams,10,8,21,70,2007-12-18
Sega Rally Championship 2,7,18,21,85,1999-10-31
BlazBlue: Continuum Shift,9,1,144,87,2010-07-27
Katamari Forever,14,1,54,73,2009-09-22
"Ed, Edd n Eddy: The Mis-Edventures",10,3,39,48,2005-11-03
Ogre Battle 64: Person of Lordly Caliber,5,19,67,91,2000-10-07
Green Day: Rock Band,8,1,42,78,2010-06-08
Command & Conquer: Red Alert,13,9,174,78,1997-10-31
300: March to Glory,1,7,15,49,2007-02-27
SpongeBob SquigglePants,8,8,32,54,2011-04-12
Band Hero,8,3,2,60,2009-11-03
Transformers: Revenge of the Fallen,1,7,2,38,2009-06-23
Call of Duty: Modern Warfare: Mobilized,2,10,2,76,2009-11-10
Spore Hero,6,8,4,58,2009-10-06
The Urbz: Sims in the City,6,23,4,76,2004-11-09
Harvest Moon: Save the Homeland,6,3,83,78,2001-11-22
Bugs Bunny: Lost in Time,10,9,64,70,1999-05-31
Castlevania: Portrait of Ruin,10,10,27,85,2006-12-05
I-Ninja,10,3,12,72,2003-11-18
Command & Conquer,13,9,174,84,1997-02-28
Star Wars The Clone Wars: Republic Heroes,1,10,13,59,2009-10-06
No More Heroes 2: Desperate Struggle,1,8,8,85,2010-01-26
Marvel: Ultimate Alliance,5,8,2,69,2006-11-14
James Cameron's Avatar: The Game,1,10,8,64,2009-12-01
Sega Superstars Tennis,4,1,21,68,2008-03-18
Harry Potter: Quidditch World Cup,4,23,4,72,2003-10-28
TNA iMPACT!,9,1,39,63,2008-09-09
Rocket League,4,24,56,92,2018-01-16
Beowulf: The Game,1,4,8,49,2007-11-13
18 Wheeler: American Pro Trucker,7,3,35,60,2001-11-14
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,1,10,27,75,2009-05-19
Power Rangers: Dino Thunder,1,23,32,53,2004-09-14
Fighting Vipers,9,20,21,80,1996-11-30
Spider-Man: Web of Shadows,1,4,2,66,2008-10-21
Star Wars: Clone Wars,2,23,13,73,2002-10-28
You Don't Know Jack,8,9,86,85,1999-09-20
WWE SmackDown! vs. RAW 2006,9,7,32,81,2005-12-13
Overlord,11,4,73,77,2007-06-26
The Gunstringer,2,4,6,76,2011-09-13
Call of Duty: Finest Hour,2,23,2,77,2004-11-16
Dungeon Siege III,5,1,17,73,2011-06-21
Alpha Protocol,5,4,21,68,2010-06-01
LocoRoco,10,7,9,81,2006-09-05
Tomb Raider: Anniversary,1,4,18,79,2007-10-23
Bloody Roar,9,9,9,86,1998-02-01
Mass Effect 2,5,6,4,96,2010-01-26
Super Monkey Ball: Step & Roll,1,8,21,60,2010-02-09
Donkey Konga 2,8,23,57,65,2005-05-09
Harry Potter: Quidditch World Cup,4,12,4,49,2003-10-28
EA Sports Active 2,4,4,4,63,2010-11-16
FIFA Soccer 12,4,25,3,70,2011-09-27
LEGO Star Wars III: The Clone Wars,1,7,13,63,2011-03-22
Farming Simulator 2013,6,4,111,30,2013-11-19
Just Dance 2014,12,1,8,78,2013-10-08
Red Faction: Armageddon,2,4,32,71,2011-06-07
Condemned 2: Bloodshot,2,1,21,84,2008-03-11
The House of The Dead III,2,14,21,68,2002-10-24
Final Fantasy Crystal Chronicles: The Crystal Bearers,11,8,17,67,2009-12-26
NBA Live 09,4,7,4,61,2008-10-07
Chibi-Robo! Plug into Adventure!,11,23,57,74,2006-02-06
Metal Gear Solid: Snake Eater 3D,3,25,37,79,2012-02-21
Combat of Giants: Dinosaurs 3D,13,25,8,43,2011-03-22
Advance Wars: Dual Strike,13,10,57,90,2005-08-22
Robert Ludlum's The Bourne Conspiracy,1,1,86,76,2008-06-03
Hitman: Blood Money,1,4,18,81,2006-05-30
Ice Age 2: The Meltdown,10,3,47,74,2006-03-14
Silent Hill: Homecoming,1,1,27,74,2008-09-30
Scribblenauts: Unlimited,14,27,33,70,2012-11-18
SSX 3,4,23,38,95,2003-10-20
Turok: Evolution,2,23,35,74,2002-08-31
Phoenix Wright: Ace Attorney - Dual Destinies,8,25,59,81,2014-01-01
NCAA Football 11,4,3,3,64,2010-07-13
Hatsune Miku: Project Mirai DX,8,25,21,75,2015-09-08
Pro Evolution Soccer 2011 3D,4,25,27,75,2011-03-25
Hunter: The Reckoning,1,14,112,78,2002-05-21
Marvel: Ultimate Alliance,5,1,2,77,2006-11-17
Saints Row: The Third,1,6,32,83,2011-11-15
Sega Superstars Tennis,4,3,21,69,2008-03-18
Final Fantasy Adventure,11,26,92,90,1991-11-01
Virtua Tennis 2009,4,1,21,66,2009-06-09
Pokémon Channel,11,23,57,52,2003-12-01
Ghost Trick: Phantom Detective,11,10,22,82,2011-01-11
NBA 2K7,4,1,31,81,2006-11-13
Tiger Woods PGA Tour 08,4,7,4,75,2007-08-28
Need for Speed: Nitro,7,10,4,72,2009-11-02
Raving Rabbids: Travel in Time 3D,10,25,8,58,2011-04-10
Ice Age: Dawn of the Dinosaurs,10,10,2,50,2009-06-30
Metal Gear Solid HD Collection,1,4,27,92,2011-11-08
Wii Sports Club,4,27,57,67,2014-07-25
Grandia Xtreme,5,3,117,67,2002-09-30
Ice Age,1,12,8,42,2002-03-18
Marvel Nemesis: Rise of the Imperfects,9,23,4,60,2005-09-20
Viking: Battle for Asgard,1,1,21,66,2008-03-25
DiRT 2,7,8,73,46,2009-09-08
Dawn of Discovery,6,6,8,84,2009-06-25
EA Sports MMA,9,1,3,76,2010-10-19
Virtua Fighter 3tb,9,18,21,81,1999-10-18
Overlord: Dark Legend,11,8,73,70,2009-06-23
Burnout Paradise Remastered,7,2,4,80,2018-03-16
Need for Speed: Hot Pursuit,7,6,4,89,2010-11-16
Batman: Arkham City Armored Edition,1,27,33,86,2012-11-18
Minecraft,8,25,57,67,2017-11-10
Guitar Hero On Tour: Modern Hits,8,10,2,73,2009-06-09
NFL Street 2 Unleashed,4,7,4,74,2005-03-21
NBA 2K10,4,8,31,51,2009-11-09
NCAA Football 07,4,7,4,76,2006-07-18
Virtua Tennis 2009,4,8,21,73,2009-06-09
Major League Baseball 2K6,4,4,31,63,2006-04-10
Spider-Man: Friend or Foe,1,3,2,54,2007-10-02
Pac-Man World 2,10,23,12,75,2002-03-19
The Legend of Spyro: A New Beginning,10,10,86,71,2006-10-17
Sonic Lost World,10,27,21,60,2013-10-29
Castlevania: Order of Ecclesia,10,10,27,82,2008-10-21
"Monsters, Inc. Scream Arena",10,23,32,38,2002-09-14
Harry Potter and the Order of the Phoenix,11,7,4,48,2007-06-25
"999: Nine Hours, Nine Persons, Nine Doors",11,10,144,79,2010-11-16
Shin Megami Tensei IV: Apocalypse,5,25,67,81,2016-09-20
Dungeon Siege III,5,4,17,72,2011-06-21
Rune Factory: Frontier,5,8,132,79,2009-03-17
Tomb Raider: Legend,1,4,18,81,2006-04-11
Mini Ninjas,1,8,18,76,2009-09-08
Fragile Dreams: Farewell Ruins of the Moon,5,8,132,67,2010-03-16
Marvel: Ultimate Alliance,5,7,2,85,2006-10-24
The Golden Compass,11,7,21,28,2007-12-04
Quake 4,2,4,2,73,2005-11-18
Rage,2,6,7,78,2011-10-04
The House of the Dead: Overkill - Extended Cut,2,1,21,72,2011-10-25
Wanted: Weapons of Fate,2,4,15,62,2009-03-24
BlazBlue: Calamity Trigger,9,4,144,85,2009-06-30
Left 4 Dead 2,2,6,52,90,2009-11-17
SOCOM: Tactical Strike,2,7,9,71,2007-11-06
ESPN: Sports Connection,4,27,8,30,2012-11-18
Tekken Hybrid,9,1,12,40,2011-11-22
Breath of Fire II,5,21,22,83,1995-12-01
Arc the Lad: Twilight of the Spirits,5,3,9,73,2003-06-25
LocoRoco 2,10,7,9,85,2009-02-10
Tiger Woods PGA Tour 09,4,7,3,52,2008-08-26
Formula 1 Championship Edition,7,9,9,85,1997-09-30
Mega Man 11,10,24,22,80,2018-10-02
South Park Rally,7,9,35,39,1999-11-30
Harvest Moon: The Tale of Two Towns,6,25,83,63,2011-11-01
Trauma Center: Under the Knife,6,10,67,80,2005-10-04
Hamtaro: Ham-Ham Heartbreak,1,12,57,80,2003-04-08
SAW,1,1,27,60,2009-10-06
The Incredibles: Rise of the Underminer,1,3,32,61,2005-11-01
G-Force,1,7,36,70,2009-07-21
The Wonderful 101,1,27,57,80,2013-09-15
Nintendo Labo: Toy-Con 02 Robot Kit,1,24,57,70,2018-04-20
Spider-Man: Shattered Dimensions,1,4,2,82,2010-09-07
LEGO Pirates of the Caribbean: The Video Game,1,7,36,68,2011-05-10
Assassin's Creed III,3,27,8,77,2012-11-18
NARC,2,3,39,55,2005-03-22
GoldenEye: Rogue Agent,2,23,4,59,2004-11-22
Call of Duty: Ghosts,2,27,2,88,2013-11-05
EA Sports MMA,9,4,3,77,2010-10-19
Teenage Mutant Ninja Turtles: Smash-Up,9,8,8,72,2009-09-22
Dead or Alive 5 Last Round,9,2,106,71,2015-02-17
Dragon Ball Z: Extreme Butoden,9,25,76,50,2015-10-20
Blasto,1,9,9,46,1998-04-01
Disney's Tarzan: Return to the Jungle,1,12,2,69,2002-09-14
Transformers: Dark of the Moon,1,1,2,55,2011-06-14
Chicken Shoot,1,8,61,30,2007-07-05
Dark Void,1,1,22,61,2010-01-19
The Fairly Odd Parents: Shadow Showdown,10,3,32,50,2004-09-08
Command & Conquer: Red Alert 3 Ultimate Edition,13,1,4,74,2009-03-23
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,10,12,32,55,2003-09-24
Over the Hedge,10,23,2,67,2006-05-09
Need for Speed Carbon,7,23,4,77,2006-10-31
MotoGP 08,7,4,22,68,2008-10-28
Aggressive Inline,4,3,35,87,2002-05-28
Guitar Hero: Smash Hits,8,1,2,74,2009-06-16
Def Jam Rapstar,8,1,27,74,2010-10-05
EverGrace,5,3,95,62,2000-10-24
Lunar 2: Eternal Blue Complete,5,9,148,81,2000-12-15
Suikoden V,5,3,27,79,2006-03-21
Persona 2: Eternal Punishment,5,9,67,87,2000-12-22
Might & Magic Heroes VI,5,6,8,74,2011-10-13
NFL Street,4,23,38,83,2004-01-13
Resident Evil: Dead Aim,2,3,22,67,2003-06-18
Terminator Salvation,2,4,15,52,2009-05-19
Football Manager Handheld 2010,4,7,21,60,2009-10-30
NHL 2K10,4,8,31,82,2009-09-15
MLB 06: The Show,4,7,9,83,2006-02-28
Madden NFL 13,4,17,3,62,2012-08-28
Def Jam Icon,1,4,4,63,2007-03-06
Mini Ninjas,1,1,18,74,2009-09-08
Driver 2 Advance,1,12,23,68,2002-10-22
Trauma Center: Second Opinion,6,8,67,82,2006-11-14
Tom Clancy's Ghost Recon: Shadow Wars,13,25,8,79,2011-03-22
The Eye of Judgment,13,1,9,75,2007-10-24
Shaun White Snowboarding,4,7,8,63,2008-11-16
Supreme Commander 2,13,4,17,82,2010-03-16
Backstreet Billiards,8,9,91,72,1998-11-30
Dynasty Warriors 6 Empires,1,1,97,64,2009-06-23
Battalion Wars 2,13,8,57,77,2007-10-29
Dynasty Warriors: Gundam 2,1,3,54,49,2009-04-21
Dynasty Warriors 5 Empires,1,3,97,63,2006-03-28
Tenchu Z,1,4,19,57,2007-06-12
Star Ocean: Second Evolution,5,7,17,80,2009-01-20
Lord of Arcana,5,7,17,47,2011-01-25
WWE Day of Reckoning 2,9,23,32,83,2005-08-29
F.E.A.R.,2,4,47,86,2006-10-31
WWE All Stars,9,4,32,77,2011-03-29
MotorStorm: Arctic Edge,7,3,9,74,2009-10-20
Racquet Sports,4,1,8,42,2010-09-14
Herbie: Fully Loaded,7,12,41,50,2005-07-12
Beyond Good & Evil,11,3,8,83,2003-11-11
Teen Titans,1,23,32,63,2006-05-24
Dead or Alive 5,9,4,106,76,2012-09-25
Street Fighter Alpha 3 MAX,9,7,22,78,2006-02-07
WWE Wrestlemania XIX,9,23,32,78,2003-09-08
Kirby: Battle Royale,9,25,57,60,2018-01-19
Call of Duty 2: Big Red One,2,23,2,75,2005-11-01
Fracture,2,4,13,40,2008-10-07
Mystery Case Files: The Malgrave Incident,11,8,57,63,2011-06-27
Clock Tower 3,11,3,22,70,2003-03-18
Dr. Mario / Puzzle League,14,12,57,75,2005-11-28
Bomberman World,14,9,67,65,1998-09-22
Planet Puzzle League,14,10,57,86,2007-06-04
"Warhammer 40,000: Squad Command",13,7,32,66,2007-11-12
GT Advance Championship Racing,7,12,32,75,2001-06-08
Mega Man ZX Advent,10,10,22,76,2007-10-23
NBA 2K10,4,7,31,55,2009-10-06
MVP Baseball 2005,4,23,3,87,2005-02-22
The Sims 2,6,23,4,76,2005-10-24
Harry Potter and the Deathly Hallows - Part 2,1,4,4,48,2011-07-12
MLB 08: The Show,4,7,9,83,2008-03-04
Deus Ex: Invisible War,2,14,18,85,2003-12-02
Etrian Odyssey,5,10,67,74,2007-05-15
Untold Legends: The Warriors Code,5,7,79,68,2006-03-28
Resonance of Fate,5,4,21,74,2010-03-16
Disgaea: Hour of Darkness,5,3,67,88,2003-08-27
Tokyo Mirage Sessions #FE,5,27,57,80,2016-06-24
Disgaea 2: Cursed Memories,5,3,142,79,2006-08-29
Fable III,5,6,5,70,2011-05-17
The Witcher: Enhanced Edition,5,6,23,83,2008-09-16
Ape Escape Academy,16,7,9,53,2006-01-17
Jeanne d'Arc,5,7,9,84,2007-08-21
Capcom Classics Collection Reloaded,8,7,22,71,2006-10-24
DECA Sports Freedom,4,4,70,30,2010-11-18
Banjo-Kazooie: Grunty's Revenge,10,12,32,66,2003-09-10
Klonoa 2: Lunatea's Veil,10,3,12,94,2001-07-25
Classic NES Series: Castlevania,10,12,57,74,2004-10-25
Major League Baseball 2K6,4,14,31,73,2006-04-03
Ninja Blade,1,4,19,67,2009-04-07
Golden Axe: Beast Rider,1,4,21,40,2008-10-14
Naruto: Rise of a Ninja,1,4,8,78,2007-10-30
Ultimate NES Remix,1,25,57,70,2014-12-05
Folklore,5,1,9,75,2007-10-09
Bleach: Shattered Blade,9,8,21,53,2007-10-09
Shin Megami Tensei: Persona 2: Innocent Sin,5,7,67,70,2011-09-20
Street Fighter Alpha 2,9,20,22,81,1996-09-30
Bust-A-Move '99,14,9,35,77,1999-02-28
Final Fantasy XI: Online,18,3,17,84,2004-09-21
Marvel: Ultimate Alliance 2,5,8,2,56,2009-09-15
Eternal Sonata,5,4,54,79,2007-09-17
Chibi-Robo! Zip Lash,10,25,57,55,2015-10-09
Rayman 2: The Great Escape,10,9,8,87,2000-09-15
Final Fantasy XI: Wings of the Goddess,5,4,17,65,2007-11-20
"Ed, Edd n Eddy: Jawbreakers!",11,12,149,50,2002-09-15
Shenmue II,11,14,19,79,2002-10-28
Prince of Persia: The Sands of Time,11,23,8,90,2003-11-18
Championship Bass,4,9,3,71,2000-03-07
Beautiful Katamari,14,4,54,73,2007-10-16
Tony Hawk's American Wasteland,4,4,2,82,2005-11-16
Rugby World Cup 2011,4,1,56,45,2011-08-26
Elebits,1,8,27,73,2006-12-12
Golden Axe: Beast Rider,1,1,21,45,2008-10-14
DJ Hero,8,3,2,83,2009-10-27
Vin Diesel: Wheelman,7,1,8,69,2009-03-24
Phineas and Ferb: Across the 2nd Dimension,1,1,36,68,2011-08-02
Dead Rising 2: Off the Record,1,1,22,71,2011-10-11
Fortress,1,12,14,66,2001-08-13
Crash of the Titans,1,4,86,66,2007-10-04
Prey,2,4,34,82,2006-07-11
Singularity,2,4,2,77,2010-06-29
WipEout Pulse,7,7,9,82,2008-02-12
Test Drive Unlimited,7,4,23,80,2006-09-05
DiRT 2,7,7,73,74,2009-09-08
Operation Flashpoint: Red River,2,1,73,68,2011-06-07
Marvel Nemesis: Rise of the Imperfects,9,7,4,68,2005-10-04
BlazBlue: Continuum Shift,9,4,144,86,2010-07-27
Dead Space 2,2,6,4,89,2011-01-25
Army of Two: The 40th Day,2,7,4,48,2010-01-12
Clive Barker's Jericho,2,4,73,58,2007-10-23
Payday 2,2,2,56,65,2015-06-16
NASCAR Thunder 2003,7,23,3,88,2002-09-19
Fuel,7,4,73,66,2009-06-02
Catherine,14,4,67,79,2011-07-26
KuruKuru Kururin,14,12,57,72,2001-06-22
Dark Void,1,4,22,61,2010-01-19
40 Winks,10,9,10,55,1999-11-14
Mega Man Maverick Hunter X,10,7,22,79,2006-01-31
Namco Museum: Virtual Arcade,8,4,54,70,2008-11-04
Tiger Woods PGA Tour 06,4,4,3,69,2005-11-16
Bass Hunter 64,4,19,26,60,1999-06-30
NBA Live 08,4,7,4,68,2007-10-01
Spider-Man 3,10,7,2,53,2007-10-16
Silent Hill: Shattered Memories,11,7,27,78,2010-01-19
The Matrix: Path of Neo,1,14,23,67,2005-11-07
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,13,10,27,76,2010-02-23
The Settlers 7: Paths to a Kingdom,13,6,8,78,2010-03-23
