title,genre_id,platform_id,publisher_id,metacritic_score,release_date
TNA iMPACT: Cross the Line,9,7,121,35,2010-06-22
Rock of the Dead,2,4,82,50,2010-10-19
Bad Boys: Miami Takedown,2,23,65,43,2004-09-14
The Typing of the Dead,2,18,21,86,2001-01-23
Rez,2,3,21,90,2002-01-07
Singularity,2,6,2,75,2010-06-29
Moon,2,10,122,67,2009-01-13
Philosoma,2,9,9,50,1996-02-26
Legend of Kay,1,3,22,72,2005-09-21
Jenga World Tour,8,8,23,20,2007-12-07
Activision Hits: Remixed,8,7,2,74,2006-11-08
Shrek Super Party,8,23,77,49,2003-05-30
Disney's Party,8,23,4,44,2003-09-16
Sega 3D Classics Collection,8,25,21,70,2016-04-26
Second Sight,11,23,73,79,2004-09-21
Back to the Future: The Game,11,8,115,70,2011-10-25
LEGO Indiana Jones 2: The Adventure Continues,11,6,13,68,2009-11-17
Major Minor's Majestic March,8,8,14,45,2009-04-02
Hail to the Chimp,8,1,236,70,2008-06-24
World Series of Poker: Tournament of Champions 2007 Edition,8,8,2,46,2006-12-12
Cartoon Network Block Party,8,12,14,40,2004-08-05
World Series of Poker,8,23,2,47,2005-09-14
Unsolved Crimes,11,10,23,60,2008-09-30
LEGO Harry Potter: Years 1-4,11,6,15,82,2010-06-29
King Arthur,11,14,27,65,2004-11-16
The Sims,6,6,49,89,2000-01-31
Drill Dozer,10,12,57,79,2006-02-06
Death Jr. II: Root of Evil,10,7,27,69,2006-10-31
Owlboy,10,24,369,90,2018-05-29
Air Conflicts: Aces of World War II,6,7,231,33,2009-04-07
Zapper: One Wicked Cricket!,10,14,64,52,2002-11-03
Hellblade: Senua's Sacrifice,3,2,56,83,2018-12-04
Top Spin 2,4,10,31,52,2006-03-29
NBA 2K,4,18,21,89,1999-11-10
IL-2 Sturmovik: Cliffs of Dover,6,6,8,50,2011-04-26
Air Traffic Chaos,6,10,14,68,2008-09-09
Armored Core: Formula Front Extreme Battle,6,7,95,67,2005-12-15
Bottom of the 9th '99,4,9,27,50,1998-07-01
All Star Tennis 99,4,19,8,51,1999-08-31
2002 FIFA World Cup,4,23,3,74,2002-04-30
FIFA Soccer 2004,4,12,3,85,2003-11-04
Virtua Striker 2002,4,23,21,66,2002-05-20
American Bass Challenge,4,12,8,67,2001-12-05
FIFA Soccer 2003,4,12,3,69,2002-11-19
Ivy the Kiwi?,14,10,132,73,2010-08-24
Super Bubble Pop,14,23,43,42,2003-01-03
ZooCube,14,12,35,86,2002-05-14
Barnyard,1,12,32,56,2006-08-01
The Grim Adventures Of Billy & Mandy,1,8,39,66,2006-11-16
Fatal Frame II: Crimson Butterfly Director's Cut,1,14,98,87,2004-11-01
Captain America: Super Soldier,1,8,21,60,2011-07-19
F1 2010,7,6,73,80,2010-09-22
GRID,7,10,73,79,2008-08-05
Need for Speed Carbon,7,6,4,79,2006-10-31
Battle Chasers: Nightwar,5,24,241,85,2018-05-15
Venetica,5,6,23,60,2011-01-11
Summoner: A Goddess Reborn,5,23,32,80,2003-01-31
I am Setsuna,5,24,17,70,2017-03-03
DiRT 2,7,6,73,90,2009-09-08
Black Sigil: Blade of the Exiled,5,10,231,60,2009-06-09
GrimGrimoire,13,3,142,77,2007-06-26
Worms Reloaded,13,6,214,85,2010-08-26
Dual Hearts,5,3,67,75,2002-09-23
Medabots: Infinity,5,23,83,54,2003-12-14
Rhapsody: A Musical Adventure,5,10,142,67,2008-09-23
The Nightmare of Druaga: Fushigino Dungeon,5,3,12,64,2004-10-26
Hunted: The Demon's Forge,5,6,7,61,2011-05-31
Monster 4x4: Masters of Metal,7,23,8,51,2003-12-10
The Lord of the Rings: The Battle for Middle-Earth II,13,4,4,80,2006-07-05
Ys: The Ark of Napishtim,5,7,27,61,2006-02-28
Assassin's Creed: Altair's Chronicles,1,10,8,57,2008-02-05
MLB SlugFest 20-04,4,23,39,80,2003-03-16
The Ant Bully,10,12,39,52,2006-07-24
Scaler,10,23,30,73,2004-11-17
Company of Heroes,13,6,32,94,2006-09-13
Supreme Commander,13,6,32,87,2007-02-20
James Cameron's Avatar: The Game,1,6,8,64,2009-12-01
Pocket Pool,1,7,18,34,2007-04-18
Sine Mora EX,1,24,241,80,2017-09-26
Empire Earth III,13,6,86,48,2007-11-06
Rhapsody: A Musical Adventure,5,9,67,67,2000-03-30
East India Company,13,6,302,74,2009-07-31
Patrician IV,13,6,191,67,2010-09-14
Boktai 2: Solar Boy Django,5,12,27,79,2004-10-19
Supreme Commander: Forged Alliance,13,6,32,81,2007-11-06
Tropico 3,13,6,191,81,2009-10-20
Mana Khemia: Alchemists of Al-Revis (JP sales),5,3,142,66,2008-04-01
Breath of Fire III,5,7,22,60,2016-02-09
Lost Sphear,5,24,17,65,2018-01-23
Advance Guardian Heroes,5,12,8,70,2004-09-14
Langrisser: Re:Incarnation Tensei,5,25,144,15,2016-04-19
Chaos Wars,13,3,370,68,2008-06-03
Metal Gear Solid: Digital Graphic Novel,8,7,27,76,2006-06-13
Bomberman: Act Zero,14,4,27,35,2006-08-29
Fading Shadows,14,7,95,70,2008-07-03
Meteos: Disney Magic,14,10,36,73,2007-02-20
Big Mutha Truckers,7,12,195,50,2005-11-09
Napoleon Dynamite: The Game,14,7,65,43,2007-10-23
Steambot Chronicles,5,3,67,72,2006-05-23
Denki Blocks!,14,12,14,80,2001-10-30
Ballistic,14,9,23,79,1999-10-31
GRID,7,6,73,87,2008-06-03
Chessmaster,8,12,8,75,2002-08-28
You Don't Know Jack,8,6,86,92,1995-09-30
Blade Strangers,9,24,227,83,2018-08-28
PlayStation Move Ape Escape,16,1,9,40,2011-07-05
Pure Farming 2018,6,2,497,70,2018-03-13
Heatseeker,6,7,73,48,2007-05-08
Assassin's Creed Rogue Remastered,3,5,8,60,2018-03-20
Monster Boy and the Cursed Kingdom,3,24,498,80,2018-11-06
Adventure Time: Explore the Dungeon Because I Don't Know!,3,27,184,28,2013-12-12
RollerCoaster Tycoon,6,6,233,87,1999-03-31
King Arthur,11,23,27,66,2004-11-18
Doom,2,6,501,80,1993-12-10
Dark Arena,2,12,14,68,2002-01-18
The Movies,6,6,503,82,2005-11-08
Bionicle Heroes,2,8,18,47,2007-04-24
Halo: Combat Evolved,2,6,5,86,2003-09-30
Conflict: Desert Storm II - Back to Bagdhad,2,23,53,69,2004-01-07
Castle of Shikigami III,2,8,144,72,2008-05-13
Wolfenstein,2,6,2,65,2009-08-18
Jerry Rice and Nitus' Dog Football,4,8,322,70,2011-08-16
Stoked: Big Air Edition,4,4,135,86,2009-11-23
Evolution Skateboarding,4,23,27,48,2002-11-17
Doom II,2,12,2,81,2002-10-28
Prey,2,6,34,85,2006-07-11
Metal Slug XX,2,7,67,69,2010-02-23
Tom Clancy's Ghost Recon Wildlands,2,6,8,74,2017-03-07
C.O.R.E.,2,10,231,44,2009-08-11
Mafia,1,6,130,92,2002-08-28
Trine 2: Director's Cut,10,27,509,78,2012-11-18
FIFA World Cup Germany 2006,4,10,3,73,2006-04-24
Adidas Power Soccer,4,9,138,70,1996-08-31
Aegis of Earth: Protonovus Assault,1,2,144,40,2016-03-15
Dead Head Fred,1,7,63,76,2007-08-28
The Invincible Iron Man,1,12,2,64,2002-12-15
Saints Row 2,1,6,32,66,2009-01-05
Astro Boy: The Video Game,1,7,63,70,2009-10-20
All Points Bulletin,1,6,4,70,2010-06-29
Justice League: Chronicles,10,12,39,35,2003-11-12
Grand Theft Auto: Vice City,1,6,1,90,2003-05-12
Catwoman,10,12,4,61,2004-07-20
Hot Potato!,1,12,149,77,2001-07-01
Dragon Ball: Advanced Adventure,1,12,23,77,2006-06-06
Max Payne,1,12,1,78,2003-12-18
Jet Grind Radio,1,12,32,71,2003-06-26
Bully: Scholarship Edition,1,6,1,66,2008-10-21
Charlie Blasts Territory,1,19,177,59,1999-04-30
Star Wars: The Force Unleashed II,1,6,13,62,2010-10-26
Gekido Advance: Kintaro's Revenge,1,12,61,77,2003-11-25
Castlevania: Lords of Shadow - Reverie,1,15,27,70,2011-03-22
Buffy the Vampire Slayer: Wrath of the Darkhul King,1,12,32,46,2003-06-24
RoadKill,1,23,39,77,2003-10-30
007: Quantum of Solace,1,6,2,71,2008-11-04
Disney's Hide & Sneak,1,23,22,47,2003-11-30
Red Faction: Guerrilla,2,6,32,83,2009-09-15
Max Payne 2: The Fall of Max Payne,2,6,1,91,2003-10-14
Greg Hastings' Tournament Paintball Max'd,2,12,2,22,2006-01-31
Gotcha Force,2,23,22,58,2003-12-03
Batman Forever: The Arcade Game,1,9,35,52,1996-12-03
"Crouching Tiger, Hidden Dragon",1,12,8,59,2005-10-09
Code of  Princess EX,1,24,227,72,2018-07-31
Hitman: Blood Money,1,6,18,80,2006-05-30
Radiant Silvergun,2,20,170,90,1998-07-23
S.T.A.L.K.E.R.: Clear Sky,2,6,211,70,2008-09-15
Red Faction II,2,23,32,81,2003-03-31
The Sum of All Fears,2,23,8,32,2003-01-09
Ratatouille,10,6,32,60,2007-06-26
Klonoa 2: Dream Champ Tournament,10,12,12,81,2005-02-23
Starshot: Space Circus Fever,10,19,64,52,1999-06-30
CT Special Forces,1,12,169,59,2004-01-04
Dr. Muto,10,23,39,75,2002-12-17
Earthworm Jim 2,10,12,14,47,2002-05-31
Alienators: Evolution Continues,1,12,2,70,2001-11-07
The Flintstones: Big Trouble in Bedrock,10,12,65,40,2001-12-09
Rayman 3: Hoodlum Havoc,10,6,8,82,2003-03-24
Disney's Aladdin,10,12,22,59,2004-09-28
Open Season,10,3,8,64,2006-09-19
Zero Escape: Virtue's Last Reward,20,25,144,90,2012-10-23
Rabbids Land,16,27,8,61,2012-11-18
Bookworm,14,12,14,60,2004-06-30
Hot Pixel,14,7,23,57,2007-10-02
Atomic Betty,14,12,12,60,2005-10-25
World of Goo,14,6,26,90,2008-10-21
Men of War,13,6,194,90,2009-03-16
Homeworld 2,13,6,86,81,2003-09-16
Empire Earth II,13,6,24,80,2005-04-26
A Game of Thrones: Genesis,13,6,111,49,2011-09-28
Rise of Nations: Rise of Legends,13,6,5,83,2006-05-09
Railroad Tycoon 3,13,6,130,88,2003-10-28
World in Conflict,13,6,86,91,2007-09-18
Gauntlet / Rampart,8,12,195,40,2005-11-03
Syberia,11,6,309,80,2002-09-01
Tail Concerto,11,9,67,73,1999-08-31
Backyard NFL Football 2006,4,12,23,55,2005-10-18
3D Baseball,4,9,192,76,1996-11-27
Major League Baseball 2K8,4,7,31,65,2008-03-03
FIFA World Cup: Germany 2006,4,12,3,43,2006-04-24
Elf Bowling 1 & 2,4,12,146,14,2005-11-28
Agony,3,2,260,50,2018-05-29
Go! Go! Hypergrind,4,23,67,65,2003-11-18
NBA 08,4,7,9,72,2007-10-12
NBA 2K13,4,6,31,91,2012-10-02
Cabela's Dangerous Hunts 2,4,23,2,65,2005-11-16
Penny-Punching Princess,8,24,142,65,2018-04-03
Disney Sports Soccer,4,12,27,73,2002-11-11
NBA 2K7,4,14,31,84,2006-09-25
Dave Mirra Freestyle BMX 3,4,12,35,80,2002-11-26
World Series of Poker: Tournament of Champions 2007 Edition,8,3,2,64,2006-09-21
Auto Modellista,7,23,22,59,2003-09-30
Baldur's Gate: Dark Alliance,5,12,61,80,2004-02-10
Age of Conan: Rise of the Godslayer,5,6,549,79,2010-05-11
The Lost Child,5,24,142,75,2018-06-19
Metal Saga,5,3,67,61,2006-04-25
Guild Wars: Nightfall,5,6,479,80,2006-10-26
Driver: Parallel Lines,7,8,8,59,2007-06-26
Driven,7,12,149,68,2001-11-28
Graffiti Kingdom,5,3,183,72,2005-07-28
CIMA: The Enemy,5,12,83,68,2003-11-17
Planescape: Torment,5,6,112,88,1999-11-30
Zatch Bell! Electric Arena,9,12,72,44,2005-11-22
Crimson Tears,5,3,22,59,2004-07-21
Astonishia Story,5,7,8,48,2006-06-06
SoulCalibur II(JP sales),9,14,12,93,2003-08-27
Animal Boxing,9,10,135,61,2008-12-02
Legend of the Dragon,9,7,102,29,2007-05-29
Guilty Gear XX Accent Core Plus,9,8,144,70,2009-05-12
NHL 07,4,14,3,76,2006-09-12
Madden NFL 07,4,12,3,70,2006-08-22
Roadsters,7,9,104,45,2000-03-21
Drome Racers,7,12,32,75,2003-06-19
Stardew Valley,6,5,56,88,2017-04-11
Armored Core: Last Raven Portable,6,7,388,50,2010-03-04
Blazing Angels: Squadrons of WWII,6,6,8,69,2006-03-28
Armored Core SL: Silent Line Portable,6,7,388,58,2009-11-19
Justice League Heroes: The Flash,1,12,15,80,2006-10-17
Charlie's Angels,1,23,8,25,2003-07-09
Kong: The Animated Series,1,12,149,50,2002-08-20
Spider-Man: Web of Shadows,1,6,2,53,2008-10-28
Worldwide Soccer Manager 2007,4,6,21,89,2006-10-01
Adidas Power Soccer 98,4,9,138,58,1998-06-30
Tenkai Knights: Brave Battle,1,25,76,45,2014-10-07
Rule of Rose,1,3,67,59,2006-09-12
Viva Pinata,6,6,5,80,2007-11-06
Disney Sports Football,4,12,27,62,2002-11-05
Football Manager 2007,4,4,21,84,2006-12-01
Star Trek: Legacy,6,6,7,53,2006-12-05
Assetto Corsa,7,5,56,60,2016-08-30
Top Gear RPM Tuning,7,14,177,49,2005-02-16
Davis Cup Tennis,4,12,8,64,2002-10-14
Disney Sports Basketball,4,12,27,67,2002-11-23
F1 2002,7,12,61,65,2003-01-07
Fuel,7,6,73,64,2009-06-23
Need for Speed: Payback,7,6,4,65,2017-11-10
Test Drive Unlimited,7,6,23,78,2007-03-20
XGRA: Extreme G Racing Association,7,23,35,74,2003-11-24
Bomberman Fantasy Race,7,9,67,63,1999-03-31
Colin McRae Rally 2.0,7,12,73,85,2002-09-16
Speed Kings,7,23,35,67,2003-05-28
Tube Slider,7,23,239,59,2003-04-17
Kensei: Sacred Fist,9,9,27,57,1998-11-30
Undertale,5,24,566,90,2018-09-18
Bottom of the 9th '97,4,9,27,60,1997-06-01
Lost Sphear,5,2,17,60,2018-01-23
Bugriders: The Race of Kings,7,9,10,30,1997-11-01
DemiKids: Dark Version,5,12,67,66,2003-10-07
DemiKids: Light Version,5,12,67,66,2003-10-06
Neverwinter Nights 2,5,6,23,80,2006-11-01
Mount & Blade,5,6,302,72,2008-09-16
Star Trek Online,5,6,23,59,2010-02-02
Fallen Legion: Rise to Glory,5,24,142,70,2018-05-29
Two Worlds,5,6,121,74,2007-08-23
Car Battler Joe,5,12,192,79,2002-10-21
République,3,2,200,65,2016-03-22
Aedis Eclipse: Generation of Chaos,5,7,142,58,2007-04-24
Ceville,11,6,191,90,2009-04-09
Gal Metal!,12,24,132,70,2018-10-30
Tycoon City: New York,13,6,23,62,2006-02-21
Future Tactics: The Uprising,13,23,65,68,2004-05-10
Goblin Commander: Unleash the Horde,13,23,43,74,2003-12-16
Stronghold Crusader Extreme,13,6,236,43,2008-06-02
Demigod,13,6,23,72,2009-04-14
The Lord of the Rings: The Battle for Middle-Earth II,13,6,4,82,2006-03-02
Trapped Dead,13,6,585,40,2011-02-25
"Warhammer 40,000: Dawn of War: Soulstorm",13,6,32,69,2008-03-04
Mario vs. Donkey Kong: Tipping Stars,14,27,57,64,2015-03-05
ZooCube,14,23,35,69,2002-05-05
Crime Scene,11,10,121,80,2010-02-16
Barbie as the Princess and the Pauper,11,12,167,60,2004-09-12
Still Life 2,11,6,304,73,2009-08-11
Runner3,10,24,227,75,2018-05-22
Ruff Trigger: The Vanocore Conspiracy,10,3,83,59,2006-06-28
The Incredibles: Rise of the Underminer,10,6,32,67,2005-10-24
Blender Bros.,10,12,23,74,2002-04-15
Ice Age: Dawn of the Dinosaurs,10,6,2,68,2009-06-30
Spider-Man 3,10,6,2,62,2007-05-04
Syberia II,11,6,309,75,2004-03-30
Terminator 3: The Redemption,2,23,23,68,2004-09-06
Kill.switch,2,12,61,75,2004-09-16
Brothers in Arms: Hell's Highway,2,6,8,60,2008-10-07
The Haunted: Hell's Reach,2,6,603,53,2011-10-20
Dead to Rights,2,12,12,36,2004-12-03
AirForce Delta Storm,2,12,27,75,2002-09-16
Sniper Elite V2,2,27,56,70,2013-05-21
Dark Void,1,6,22,61,2010-01-19
Quake 4,2,6,2,81,2005-10-11
Disney's Magical Quest 3 Starring Mickey and Donald,1,12,22,65,2005-06-14
Chicken Hunter,2,10,205,35,2008-03-04
Max Payne,2,6,130,92,2001-07-23
Legendary,2,6,236,40,2008-11-18
Dinotopia: The Sunstone Odyssey,1,23,77,47,2003-07-23
LEGO Star Wars: The Video Game,1,6,18,78,2005-04-02
Mission: Impossible - Operation Surma,1,23,23,73,2004-03-23
Games Explosion!,1,12,32,40,2006-08-15
LEGO Star Wars II: The Original Trilogy,1,6,13,83,2006-09-12
Just Cause,1,3,18,69,2006-09-27
Yoku's Island Express,1,5,607,90,2018-06-19
Unreal Tournament 2004,2,6,23,94,2004-03-16
Trigger Man,2,23,65,20,2004-10-05
Gears of War,2,6,5,88,2007-11-06
Sniper Elite,2,6,12,74,2005-10-27
Tomb Raider: Legend,1,6,18,80,2006-04-11
Just Cause,1,6,18,73,2006-09-27
Ty the Tasmanian Tiger 3: Night of the Quinkan,1,14,2,62,2005-10-11
The Lord of the Rings: Conquest,1,6,4,55,2009-01-13
Trine,10,6,527,81,2009-07-02
Banjo-Kazooie,10,34,5,70,2008-12-03
Kao the Kangaroo,10,12,104,39,2001-12-11
Spider-Man: Friend or Foe,1,6,2,56,2007-10-02
Grand Theft Auto III,1,6,1,91,2002-05-20
Blackthorne,1,12,25,71,2003-09-17
E.T. The Extra-Terrestrial,1,12,207,35,2001-12-14
Aquaman: Battle for Atlantis,1,23,77,24,2003-07-23
Yoku's Island Express,1,24,607,90,2018-06-19
James Bond 007: Blood Stone,1,6,2,62,2010-11-02
Bruce Lee: Return of the Legend,1,12,47,84,2003-03-28
Yoku's Island Express,1,2,607,90,2018-06-19
Carmageddon 64,1,19,104,13,1999-12-05
Devil May Cry 3: Dante's Awakening Special Edition,1,6,8,71,2006-10-16
Hugo: The Evil Mirror,1,12,12,59,2005-04-24
Battle B-Daman,1,12,67,60,2006-07-26
Puyo Pop Fever,14,23,21,79,2004-07-20
Capcom Puzzle World,14,7,22,74,2007-02-06
Zuma's Revenge!,14,6,93,83,2009-09-16
Lionheart: Kings' Crusade,13,6,302,63,2010-10-08
Shogun: Total War,13,6,4,88,2000-06-13
Command & Conquer: Generals,13,6,4,86,2003-02-10
MetropolisMania 2,13,3,83,43,2007-08-28
Zoo Tycoon 2: Extinct Animals,13,6,5,76,2007-10-16
STORM: Frontline Nation,13,6,395,70,2011-06-28
Hospital Tycoon,13,6,73,40,2007-06-05
Battlestations: Midway,13,6,18,77,2007-01-30
Command & Conquer 4: Tiberian Twilight,13,6,4,66,2010-03-16
Dr. Sudoku,14,12,122,67,2006-05-03
bit Generations: Dialhex,14,12,57,70,2006-07-13
Musynx,12,24,328,75,2018-06-19
Buzz! Quiz World,8,7,9,59,2009-12-18
Happy Birthdays,8,24,142,85,2018-06-05
Dawn of Discovery: Venice,6,6,8,70,2010-02-26
After Burner: Black Falcon,6,7,21,74,2007-03-20
Street Cleaning Simulator,6,6,402,15,2011-07-01
SimCity 3000 Unlimited,6,6,4,69,2000-05-16
Flipping Death,11,24,453,75,2018-10-16
Aliens versus Predator,2,6,68,87,1999-04-30
Defender,2,12,39,35,2002-11-03
Duke Nukem Advance,2,12,26,85,2002-08-12
Grooverider: Slot Car Thunder,7,23,304,45,2003-09-28
DiRT 4,7,6,44,92,2017-06-06
Freekstyle,7,12,195,72,2003-08-30
Army Men: Air Combat - The Elite Missions,2,23,80,38,2003-03-25
The Chronicles of Riddick: Assault on Dark Athena,2,6,23,80,2009-04-07
CT Special Forces 2: Back in the Trenches,2,12,169,74,2004-06-29
Deus Ex,2,6,18,92,2000-06-26
Call of Duty,2,6,2,70,2003-10-29
Call of Juarez,2,6,8,67,2007-06-12
Unreal Tournament 2003,2,6,23,90,2002-09-30
BlowOut,2,23,14,65,2003-11-26
Space Raiders,2,23,122,29,2004-04-19
Clive Barker's Jericho,2,6,73,64,2007-10-23
Breach,2,6,135,65,2011-01-26
Captain Rainbow,11,8,57,70,2008-08-28
Harry Potter and the Goblet of Fire,11,6,4,67,2005-11-08
The City of Lost Children,11,9,138,49,1997-05-31
Pirates of Black Cove,11,6,302,55,2011-08-02
bit Generations: Dotstream,7,12,57,80,2006-07-13
Fast Racing Neo,7,27,661,81,2015-12-10
Pocket Racers,7,7,27,38,2006-11-14
Karnaaj Rally,7,12,43,79,2003-01-02
Full Auto 2: Battlelines,7,7,21,55,2007-03-20
Aggressive Inline,4,12,35,73,2002-08-27
Top Spin 2,4,12,31,66,2006-03-29
Blood Bowl,4,7,111,50,2010-04-13
Disney Sports Basketball,4,23,27,40,2003-01-13
Brian Lara International Cricket 2007,4,4,73,73,2007-03-23
LMA Manager 2007,4,4,73,62,2006-09-22
NHL 2K7,4,14,31,77,2006-09-12
Battle Fantasia,9,1,56,70,2009-03-06
Soul Calibur IV,9,34,76,84,2008-07-29
Legend of Kay Anniversary,3,24,241,65,2018-05-29
Hotel Transylvania 3: Monsters Overboard,3,24,333,65,2018-07-10
Dungeon Explorer: Warriors of Ancient Arts,5,7,162,61,2008-02-15
Virtua Quest,5,23,21,54,2005-01-19
Hoshigami: Ruining Blue Earth Remix,5,10,144,56,2007-06-25
The Last Remnant,5,6,17,73,2009-03-24
Neverwinter Nights 2: Mask of the Betrayer,5,6,23,80,2007-10-09
Marvel: Ultimate Alliance,5,6,2,84,2006-10-24
X-Men Legends II: Rise of Apocalypse,5,6,2,79,2005-09-20
Guild Wars: Factions,5,6,479,86,2006-04-28
Rise of the Argonauts,5,6,73,50,2008-12-16
Gurumin: A Monstrous Adventure,5,7,122,74,2007-02-12
Undertale,5,2,669,97,2017-08-15
Neverwinter Nights 2: Storm of Zehir,5,6,23,72,2008-11-18
Winx Club: Join the Club,10,7,27,36,2007-05-07
Open Season,10,12,8,76,2006-09-19
Resident Evil 5: Gold Edition,1,4,22,93,2010-03-09
Dillon's Dead-Heat Breakers,1,25,57,70,2018-04-26
Just Cause,1,14,18,73,2006-09-27
bit Generations: Boundish,1,12,57,40,2006-07-13
Big Bumpin',1,4,674,67,2006-11-19
Extreme Ghostbusters,10,12,264,71,2002-12-30
Aero The Acro-Bat,10,12,347,72,2002-05-14
Kirby's Adventure,10,29,57,84,2007-02-12
Aion: Tower of Eternity,5,6,479,74,2009-09-22
Grandia II,5,6,8,77,2002-03-10
Freedom Force,5,6,65,91,2002-03-24
Titan Quest: Immortal Throne,5,6,32,83,2007-03-05
Gothic 3: Forsaken Gods,5,6,277,44,2008-11-20
Space Siege,5,6,21,40,2008-08-12
Paper Mario,5,29,57,90,2007-07-16
System Shock 2,5,6,4,89,1999-08-11
The Elder Scrolls III: Morrowind,5,6,7,87,2002-05-01
Dungeons & Dragons: Daggerdale,5,6,23,60,2011-05-25
The Elder Scrolls IV: Oblivion - Game of the Year Edition,5,4,34,85,2007-09-10
Phantasy Star Universe,5,6,21,64,2006-10-24
Darkstone,5,6,130,75,1999-07-13
The Elder Scrolls IV: Oblivion - Game of the Year Edition,5,1,7,85,2007-10-16
Izuna: Legend of the Unemployed Ninja,5,10,67,64,2007-02-20
Final Fantasy XI: Online,5,6,17,82,2004-09-21
Sam & Max Hit the Road,11,6,13,90,1993-01-01
Sherlock Holmes: The Awakened,11,6,111,60,2007-03-01
Second Sight,11,6,73,70,2005-02-18
Gone Home,11,6,681,91,2013-08-15
Penumbra: Overture,11,6,329,69,2007-05-08
Disney Sports Motocross,7,12,27,52,2003-03-31
Rayman Arena,7,6,8,51,2002-09-24
Dual Blades,9,12,347,60,2002-10-07
Ready 2 Rumble Boxing: Round 2,9,12,39,48,2001-05-30
From Dust,11,6,8,82,2011-08-17
Prince of Persia: The Sands of Time,11,6,8,90,2003-11-30
Still Life,11,6,309,64,2005-05-04
Dreamfall: The Longest Journey,11,6,194,74,2006-04-17
Football Manager 2006,4,4,21,85,2006-04-13
Prison Break: The Conspiracy,11,6,44,25,2010-03-30
High Heat Major League Baseball 2003,4,12,80,60,2002-03-05
Madden NFL 09 All-Play (weekly US sales),4,8,4,80,2008-08-12
High Heat Major League Baseball 2002,4,12,80,60,2001-09-16
FIFA 07 Soccer,4,6,3,84,2006-10-03
Tiger Woods PGA Tour 07,4,6,3,78,2006-10-10
Gadget Racers,7,12,82,70,2001-10-27
Need for Speed: Hot Pursuit 2,7,6,4,67,2002-10-21
NBA 2K9,4,6,31,80,2008-10-20
David Beckham Soccer,4,12,14,31,2002-10-07
Disney Sports Snowboarding,4,12,27,51,2003-02-05
Tony Hawk's Pro Skater 2,4,6,2,90,2000-10-31
Tony Hawk's Underground 2,4,6,2,85,2004-10-04
Pure (JP sales),7,4,36,70,2009-06-25
Vin Diesel: Wheelman,7,6,8,65,2009-03-24
Cruis'n Velocity,7,12,39,53,2001-11-30
Pure (JP sales),7,1,36,70,2009-06-25
Top Spin 2,4,6,31,68,2007-06-13
F1 Grand Prix,7,7,9,60,2005-09-01
Back to the Future: The Game,11,6,115,81,2010-12-23
Team Fortress 2,2,6,52,92,2008-04-08
The Operative: No One Lives Forever,2,6,68,89,2000-11-09
Cryostasis: Sleep of Reason,2,6,194,70,2009-04-24
Medal of Honor: Allied Assault,2,6,4,93,2002-01-20
Mercenaries 2: World in Flames,2,6,4,60,2008-09-03
Star Wars Jedi Knight II: Jedi Outcast,2,6,13,90,2002-03-26
Lost Planet: Extreme Condition Colonies Edition,2,4,22,78,2008-05-27
Phalanx,2,12,177,50,2001-12-27
Bionicle Heroes,2,6,18,54,2006-11-14
Deus Ex: Invisible War,2,6,18,85,2003-12-02
Red Faction II,2,6,32,72,2003-04-09
BackTrack,2,12,168,52,2001-10-04
The Mark,2,6,264,30,2007-02-26
Red Faction,2,6,32,81,2001-09-17
John Romero's Daikatana,2,6,18,40,2000-04-14
Velvet Assassin,2,6,121,62,2009-04-30
Matt Hazard: Blood Bath and Beyond,2,34,63,66,2010-01-06
The Sims 2 Holiday Edition,6,6,4,20,2005-11-15
MDK2,2,6,112,85,2000-05-31
A-Train HX,6,4,56,20,2008-03-07
Tropico 2: Pirate Cove,6,6,130,83,2003-04-08
The Sims 3: Pets,6,1,4,73,2011-10-18
Trainz,6,6,265,84,2002-02-10
The Sims 3: Pets,6,4,4,70,2011-10-18
Capcom Classics Mini Mix,8,12,22,65,2006-09-19
Ape Academy 2,8,7,9,64,2006-09-29
Muppet Pinball Mayhem,8,12,207,79,2002-05-29
echoshift,14,7,9,75,2010-02-24
Buzz! Brain Bender,14,7,9,65,2008-11-28
Boulder Dash EX,14,12,177,77,2002-09-16
Egg Mania,14,12,177,73,2002-09-16
X-Blades,1,6,121,64,2009-02-10
Daredevil,1,12,304,53,2003-02-02
Resident Evil 3: Nemesis,1,6,22,73,2001-04-16
A Sound of Thunder,1,12,149,68,2005-02-01
Army Men: Operation Green,1,12,80,62,2001-12-02
The Matrix: Path of Neo,1,6,23,66,2005-11-07
Reservoir Dogs,1,6,18,56,2006-10-24
Resident Evil 5: Gold Edition,1,1,22,91,2010-03-09
Grand Theft Auto,1,6,74,64,1998-03-24
Driver,1,6,10,85,2000-09-10
The Incredibles,1,6,32,65,2004-10-26
Medieval: Total War,13,6,2,90,2002-08-19
Victoria II,13,6,302,81,2010-08-13
School Tycoon,13,6,30,69,2004-01-15
Zoo Tycoon 2: African Adventure,13,6,5,40,2006-05-22
Act of War: Direct Action,13,6,23,82,2005-03-15
"Warhammer 40,000: Dawn of War - Dark Crusade",13,6,32,88,2006-10-09
Thrillville: Off the Rails,13,6,13,81,2007-10-09
Defender of the Crown,13,12,347,68,2002-10-07
Sid Meier's Civilization II,13,6,233,91,1996-02-29
Zoo Tycoon 2: Endangered Species,13,6,5,62,2005-10-19
