title,platform,total_sales,na_sales,jp_sales,pal_sales,other_sales
Namco Museum Arcade Pac,NS,0.11,0.08,,0.02,0.01
Arcade Party Pak,PS,0.11,0.06,,0.04,0.01
Pimp My Ride,X360,0.11,0.1,,0.01,0.01
BlazBlue: Continuum Shift II,3DS,0.11,0.05,0.04,0.02,0.01
Sonic Generations,PC,0.11,0.02,,0.07,0.02
Mortal Kombat: Deception,GC,0.11,0.09,,0.02,0.0
BlazBlue: Calamity Trigger Portable,PSP,0.11,0.07,0.03,0.01,0.01
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,0.11,0.06,0.03,,0.01
de Blob 2,DS,0.11,0.08,,0.02,0.01
Ty the Tasmanian Tiger 2: Bush Rescue,XB,0.11,0.08,,0.02,0.0
Zubo,DS,0.11,0.08,,0.02,0.01
Pro Evolution Soccer 2014,PC,0.11,,,0.1,0.01
RiME,PS4,0.11,0.02,,0.07,0.02
Death Jr.: Root of Evil,Wii,0.11,0.1,,0.0,0.01
Disney's Peter Pan: Return to Never Land,GBA,0.11,0.08,,0.03,0.0
Open Season,X360,0.11,0.1,,0.0,0.01
The King of Fighters '99,PS,0.11,,0.11,,0.01
Classic NES Series: Bomberman,GBA,0.11,,0.11,,
Calling,Wii,0.11,0.06,0.0,0.04,0.01
Dead Cells,NS,0.11,0.08,,0.02,0.01
Retro Game Challenge,DS,0.11,,0.11,,
Breakout,PS,0.11,0.06,,0.04,0.01
GT Advance 2: Rally Racing,GBA,0.11,0.08,,0.03,0.0
18 Wheeler: American Pro Trucker,GC,0.11,0.09,,0.02,0.0
Astro Boy: The Video Game,PS2,0.11,0.05,,0.04,0.01
Green Lantern: Rise of the Manhunters,DS,0.11,0.07,,0.03,0.01
Phantom Dust,XB,0.11,0.08,,0.02,0.0
Tom Clancy's Splinter Cell Trilogy,PS3,0.11,,,0.09,0.02
TMNT,PSP,0.11,0.1,,0.0,0.01
Rengoku: The Tower of Purgatory,PSP,0.11,0.1,,0.0,0.01
Dynasty Warriors Advance,GBA,0.11,0.08,,0.03,0.0
The Scorpion King: Rise of the Akkadian,GC,0.11,0.08,,0.02,0.0
Deus Ex: Human Revolution,WiiU,0.11,0.05,,0.05,0.01
Bionicle Heroes,GC,0.11,0.08,,0.02,0.0
Dementium II,DS,0.11,0.09,,0.02,0.01
BloodRayne,GC,0.11,0.09,,0.02,0.0
Eragon,PSP,0.11,0.1,,0.0,0.01
Batman & Robin,PS,0.11,0.06,,0.04,0.01
Spyborgs,Wii,0.11,0.09,,0.01,0.01
Night at the Museum: Battle of the Smithsonian,X360,0.11,0.07,,0.03,0.01
Pokémon Rumble World,3DS,0.11,,0.09,0.02,0.0
Planet 51,X360,0.11,0.07,,0.03,0.01
Army Men: RTS,PS2,0.11,0.05,,0.04,0.01
Wolfenstein II: The New Colossus,NS,0.11,0.05,,0.05,0.01
Bodycount,X360,0.11,0.07,,0.03,0.01
Bodycount,PS3,0.11,0.05,,0.05,0.02
Contra Advance: The Alien Wars EX,GBA,0.11,0.08,,0.03,0.0
Star Trek: Conquest,PS2,0.11,0.06,,0.04,0.01
FIFA Soccer 06,PSP,0.11,0.1,,0.01,0.01
Beaterator,PSP,0.11,0.07,,0.02,0.02
Astro Boy: The Video Game,Wii,0.11,0.1,,0.0,0.01
Fighting Force 64,N64,0.11,0.09,,0.02,0.0
Panzer Dragoon Saga,SAT,0.11,,0.11,,
Ys VIII: Lacrimosa of Dana,NS,0.11,0.03,0.03,0.03,0.01
Master of the Monster Lair,DS,0.11,0.1,,0.0,0.01
Brave Story: New Traveler (US sales),PSP,0.11,0.11,,,
A Witch's Tale,DS,0.11,0.08,0.03,,0.01
The Alliance Alive,3DS,0.11,0.04,0.06,,0.01
Phantasy Star Collection,GBA,0.11,0.08,,0.03,0.0
Mana Khemia: Student Alliance,PSP,0.11,0.06,0.03,0.0,0.01
Darkspore,PC,0.11,0.07,,0.03,0.01
Odama,GC,0.11,0.07,0.02,0.02,0.0
Pinball Hall of Fame: The Williams Collection,PSP,0.11,0.09,,0.01,0.01
"Sakura Wars: So Long, My Love",Wii,0.11,0.05,,0.04,0.01
Dark Souls: Remastered,XOne,0.11,0.07,,0.03,0.01
Tom Clancy's EndWar,PSP,0.11,0.1,,0.01,0.01
Railroad Tycoon II,PS,0.11,0.06,,0.04,0.01
Rome: Total War,PC,0.11,,,0.09,0.01
Carnage Heart,PS,0.11,0.01,0.09,0.01,0.01
Ring of Red,PS2,0.11,0.06,,0.04,0.01
Brunswick Circuit Pro Bowling 2,PS,0.11,0.06,,0.04,0.01
Cloudy With A Chance of Meatballs,Wii,0.11,0.1,,0.0,0.01
Shadow of Destiny,PSP,0.11,0.09,0.0,,0.02
The Polar Express,GC,0.11,0.08,,0.02,0.0
Gabrielle's Ghostly Groove 3D,3DS,0.11,0.08,,0.02,0.01
Frogger: Helmet Chaos,PSP,0.11,0.1,,0.0,0.01
Sakura Wars,DC,0.11,,0.11,,
Patapon 2,PSP,0.11,,0.06,0.03,0.01
Avatar: The Last Airbender,PSP,0.11,0.1,,0.0,0.01
JU-ON: The Grudge,Wii,0.1,0.07,0.01,0.01,0.01
Disgaea Infinite,PSP,0.1,0.08,0.01,,0.02
The Book of Unwritten Tales,PC,0.1,0.0,,0.08,0.02
Miami Law,DS,0.1,0.09,,0.0,0.01
Agatha Christie: The ABC Murders,DS,0.1,0.08,,0.01,0.01
Blue Stinger,DC,0.1,,0.1,,
The First Templar,X360,0.1,0.06,,0.04,0.01
Cloudy With a Chance of Meatballs,PS3,0.1,0.09,,0.01,0.01
Blitz: The League II,X360,0.1,0.08,,0.01,0.01
Guitar Hero: Van Halen,PS2,0.1,0.05,,0.04,0.01
Castlevania Double Pack,GBA,0.1,0.07,,0.03,0.0
Baten Kaitos Origins,GC,0.1,0.06,0.02,0.02,0.0
Phantom Brave: The Hermuda Triangle,PSP,0.1,0.06,0.03,,0.01
Astro Boy: The Video Game,DS,0.1,0.09,,0.0,0.01
Tom Clancy's Splinter Cell: Chaos Theory,GC,0.1,0.08,,0.02,0.0
The Godfather: Mob Wars,PSP,0.1,0.09,,0.0,0.01
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,0.1,0.07,,0.03,0.01
Vandal Hearts II,PS,0.1,0.06,,0.04,0.01
World Series of Poker: Tournament of Champions 2007 Edition,PSP,0.1,0.1,,0.0,0.01
Harry Potter and the Deathly Hallows - Part 2,PC,0.1,0.05,,0.04,0.01
X-Men: The Official Game,XB,0.1,0.08,,0.02,0.0
Spider-Man: Web of Shadows,DS,0.1,0.09,,0.0,0.01
Thor: God of Thunder,3DS,0.1,0.06,,0.03,0.01
X-Men: Destiny,Wii,0.1,0.07,,0.02,0.01
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,0.1,0.09,,0.01,0.01
NASCAR,PSP,0.1,0.09,,,0.01
Classic NES Series: Excitebike,GBA,0.1,,0.1,,
Banjo-Pilot,GBA,0.1,0.07,,0.03,0.0
Ridge Racer 2,PSP,0.1,,0.07,0.03,0.01
The BIGS 2,PSP,0.1,0.09,,,0.01
NBA Ballers: Rebound,PSP,0.1,0.09,,,0.01
Hunter: The Reckoning,GC,0.1,0.08,,0.02,0.0
The Lord of the Rings: Conquest,DS,0.1,0.09,,0.01,0.01
Tom Clancy's Splinter Cell: Conviction,PC,0.1,,,0.08,0.02
The Elder Scrolls Online: Summerset,PS4,0.1,0.08,,,0.02
NHL 2K6,X360,0.1,0.09,,0.0,0.01
College Hoops 2K6,XB,0.1,0.07,,0.02,0.0
Puzzle Chronicles,PSP,0.1,0.08,,0.0,0.02
Harvest Moon: Frantic Farming,DS,0.1,0.08,,0.01,0.01
Gretzky NHL,PSP,0.1,0.1,,,0.01
Ice Age 2: The Meltdown,XB,0.1,0.07,,0.02,0.0
Shantae and the Pirate's Curse,3DS,0.1,0.05,0.04,,0.01
Cubic Ninja,3DS,0.1,0.05,,0.04,0.01
Lode Runner 3-D,N64,0.1,0.08,,0.02,0.0
Marvel vs. Capcom: Clash of Super Heroes,DC,0.1,,0.1,,
Disney's The Jungle Book,GBA,0.1,0.07,,0.03,0.0
Over the Hedge,XB,0.1,0.07,,0.02,0.0
Universal Studios Theme Parks Adventure,GC,0.1,0.08,,0.02,0.0
Surf's Up,X360,0.1,0.09,,0.0,0.01
Cartoon Network: Punch Time Explosion,3DS,0.1,0.07,,0.02,0.01
Dead or Alive 5 Plus,PSV,0.1,,0.03,0.06,0.02
Dead or Alive 5 Last Round,XOne,0.1,0.05,0.01,0.03,0.01
Dragon Ball: Evolution,PSP,0.1,0.09,,,0.01
The King of Fighters: Dream Match 1999,DC,0.1,,0.1,,0.0
Heatseeker,Wii,0.1,0.08,,0.0,0.01
Steel Battalion,XB,0.1,0.05,0.02,0.02,0.0
Disney's Chicken Little: Ace In Action,Wii,0.1,0.09,,0.0,0.01
Darkest of Days,X360,0.1,0.09,,,0.01
MindJack,X360,0.1,0.07,,0.02,0.01
Ballistic: Ecks vs. Sever,GBA,0.1,0.07,,0.03,0.0
"Blast Works: Build, Trade, Destroy",Wii,0.1,0.09,,0.0,0.01
Bullet Witch,X360,0.1,0.07,0.02,0.01,0.01
Stardew Valley,PS4,0.1,0.04,,0.04,0.02
Beach Spikers: Virtua Beach Volleyball,GC,0.1,0.08,,0.02,0.0
Blue Dragon: Awakened Shadow,DS,0.1,0.06,0.03,0.0,0.0
Shadow Tower,PS,0.1,0.01,0.07,0.01,0.01
The Legend of Heroes: Trails in the Sky,PSP,0.1,0.06,0.03,0.0,
Ar tonelico: Melody of Elemia,PS2,0.1,,0.1,,
Aidyn Chronicles: The First Mage,N64,0.1,0.08,,0.02,0.0
Riviera: The Promised Land,GBA,0.1,0.07,,0.03,0.0
Opoona,Wii,0.1,0.08,0.01,0.0,0.01
Dungeons & Dragons Tactics,PSP,0.1,0.09,,0.0,0.01
Record of Agarest War Zero,X360,0.1,0.09,,,0.01
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,0.1,0.08,,0.01,0.01
Vexx,XB,0.1,0.08,,0.02,0.0
Attack on Titan 2,XOne,0.09,0.08,,,0.01
Mystic Heroes,GC,0.09,0.03,0.04,0.01,0.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,0.09,0.07,,0.02,0.0
LEGO Star Wars II: The Original Trilogy,GBA,0.09,0.06,,0.02,0.0
Obscure: The Aftermath,PSP,0.09,0.05,,0.03,0.01
Rock Band 3,DS,0.09,0.07,,0.01,0.01
Cloudy With a Chance of Meatballs,X360,0.09,0.07,,0.0,0.01
Data East Arcade Classics,Wii,0.09,0.08,,,0.01
LEGO Batman: The Videogame,PC,0.09,0.04,,0.03,0.01
Space Invaders Extreme,PSP,0.09,0.06,0.01,0.02,0.01
Alien Hominid,GC,0.09,0.07,,0.02,0.0
Halo 2,PC,0.09,0.01,,0.06,0.01
Ikaruga,GC,0.09,0.07,,0.02,0.0
F.E.A.R. 2: Project Origin,PC,0.09,0.04,,0.05,0.01
I-Ninja,GC,0.09,0.07,,0.02,0.0
Ultimate Mortal Kombat,DS,0.09,0.07,,0.01,0.01
Rocky,GC,0.09,0.07,,0.02,0.0
Psychonauts,PS2,0.09,0.05,,0.04,0.01
Battle Fantasia,X360,0.09,0.07,0.01,0.0,0.01
Astro Boy: Omega Factor,GBA,0.09,0.06,,0.02,0.0
Batman Beyond: Return of the Joker,N64,0.09,0.07,,0.02,0.0
Jimmie Johnson's Anything With an Engine,X360,0.09,0.08,,,0.01
ChuChu Rocket!,GBA,0.09,0.06,,0.02,0.0
Import Tuner Challenge (American sales),X360,0.09,0.07,,0.01,0.01
Driver: Renegade,3DS,0.09,0.05,,0.04,0.01
GripShift,PSP,0.09,0.08,,0.0,0.01
echochrome,PSP,0.09,,0.08,0.01,0.0
Bomberman Max 2: Blue Advance,GBA,0.09,0.07,,0.02,0.0
Mahjong Cub3D,3DS,0.09,0.07,0.02,,0.01
Puchi Puchi Virus,DS,0.09,0.08,,,0.01
Ninja Gaiden Black,XB,0.09,0.07,,0.02,0.0
Bladestorm: The Hundred Years' War,X360,0.09,0.08,,0.01,0.01
Altered Beast: Guardian of the Realms,GBA,0.09,0.07,,0.02,0.0
Green Lantern: Rise of the Manhunters,Wii,0.09,0.05,,0.03,0.01
Harvest Moon: Boy & Girl,PSP,0.09,0.08,,,0.01
Major League Baseball 2K7,PSP,0.09,0.08,,,0.01
Pro Evolution Soccer 2012,PC,0.09,,,0.07,0.02
Major League Baseball 2K9,PSP,0.09,0.08,0.0,,0.01
NBA 2K18,PS3,0.09,0.06,0.01,0.01,0.01
The Incredibles: Rise of the Underminer,XB,0.09,0.06,,0.02,0.0
Captain America: Super Soldier,3DS,0.09,0.05,,0.03,0.01
Destroy All Humans! Path of the Furon,PS3,0.09,,,0.08,0.01
Hearts of Iron III,PC,0.09,0.04,,0.04,0.01
Def Jam Fight For NY: The Takeover,PSP,0.09,0.08,,0.0,0.01
Killer7,PS2,0.09,0.04,0.0,0.03,0.01
50 Cent: Bulletproof,PSP,0.09,0.08,,0.0,0.01
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,PS2,0.09,,0.09,,
Damnation,PS3,0.09,0.07,,0.01,0.01
ShellShock 2: Blood Trails,X360,0.09,0.05,,0.03,0.01
F.E.A.R. Files,X360,0.09,0.07,,0.01,0.01
Codename Tenka,PS,0.09,0.05,,0.03,0.01
The Amazing Spider-Man (2012),WiiU,0.09,0.05,,0.04,0.01
Dungeons,PC,0.09,0.07,,0.02,0.01
Supreme Commander,X360,0.09,0.07,,0.01,0.01
Theme Hospital,PS,0.09,0.03,0.03,0.02,0.01
MetropolisMania,PS2,0.09,0.04,,0.03,0.01
Wild ARMs: Alter Code F,PS2,0.09,0.05,,0.04,0.01
Skies of Arcadia,DC,0.09,,0.09,,
Last Rebellion,PS3,0.09,0.06,0.01,0.01,0.01
Dark Angel: Vampire Apocalypse,PS2,0.09,0.04,,0.03,0.01
Knights in the Nightmare,PSP,0.09,0.06,0.02,,0.01
Ys I & II Chronicles,PSP,0.09,0.05,0.03,,0.01
Spectral Force 3,X360,0.09,0.08,,,0.01
Digimon World 4,GC,0.09,0.07,,0.02,0.0
Arcania: Gothic 4,X360,0.09,0.04,0.01,0.04,0.01
Zoids Assault,X360,0.09,0.08,,,0.01
Henry Hatsworth in the Puzzling Adventure,DS,0.09,0.08,,0.0,0.01
The Legend of Heroes: A Tear of Vermillion,PSP,0.09,0.08,,,0.01
Harvest Moon: Skytree Village,3DS,0.09,0.06,,0.02,0.01
BIT.TRIP COMPLETE,Wii,0.09,0.06,,0.02,0.01
Supremacy MMA,X360,0.08,0.05,,0.02,0.01
The King of Fighters EX2: Howling Blood,GBA,0.08,0.06,,0.02,0.0
Gundam Seed: Battle Assault,GBA,0.08,0.06,,0.02,0.0
Armorines: Project S.W.A.R.M.,PS,0.08,0.05,,0.03,0.01
Nano Assault,3DS,0.08,0.08,,,0.01
ARK: Survival Evolved,NS,0.08,0.07,,,0.01
Darksiders II: Deathinitive Edition,XOne,0.08,0.05,,0.03,0.01
Carol Vorderman's Sudoku,PSP,0.08,0.06,,0.0,0.01
"Warhammer 40,000: Dawn of War II - Retribution",PC,0.08,,,0.06,0.02
Evolution Worlds,GC,0.08,0.06,,0.02,0.0
A-Train,PS,0.08,0.02,0.04,0.01,0.01
7 Wonders of the Ancient World,PSP,0.08,0.07,,,0.01
Soul Bubbles,DS,0.08,0.05,,0.02,0.01
Bomberman Jetters,GC,0.08,0.06,,0.02,0.0
TimeSplitters: Future Perfect,GC,0.08,0.06,,0.02,0.0
America's Army: True Soldiers,X360,0.08,0.08,,,0.01
Earth Defense Force 2017,X360,0.08,0.04,0.03,0.01,0.0
GoldenEye 007,DS,0.08,0.08,,0.0,
Infernal: Hell's Vengeance,X360,0.08,0.06,,0.01,0.01
Gradius Galaxies,GBA,0.08,0.06,,0.02,0.0
Conflict: Desert Storm,GC,0.08,0.06,,0.02,0.0
P.N.03 - Product Number Three,GC,0.08,0.06,,0.02,0.0
Bangai-O Spirits,DS,0.08,0.07,,0.0,0.01
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,0.08,0.06,,0.02,0.0
Knights Contract,X360,0.08,0.05,,0.03,0.01
Knights in the Nightmare,DS,0.08,0.06,0.02,,0.0
Ephemeral Fantasia,PS2,0.08,0.04,,0.03,0.01
Koudelka,PS,0.08,0.05,,0.03,0.01
Ogre Battle Series: Tactics Ogre,PS,0.08,0.04,,0.03,0.01
Shining Force: Resurrection of the Dark Dragon,GBA,0.08,0.06,,0.02,0.0
Shin Megami Tensei: Digital Devil Saga 2,PS2,0.08,0.04,,0.03,0.01
Resident Evil 3: Nemesis,GC,0.08,0.06,,0.02,0.0
Batman: Dark Tomorrow,GC,0.08,0.06,,0.02,0.0
Tomb Raider: Legend,GC,0.08,0.06,,0.02,0.0
Fatal Frame III: The Tormented,PS2,0.08,0.04,,0.03,0.01
C.O.P.: The Recruit,DS,0.08,0.05,,0.02,0.01
Tony Hawk's Pro Skater 3,N64,0.08,0.06,,0.02,0.0
Boxing Fever,GBA,0.08,0.06,,0.02,0.0
New International Track & Field,DS,0.08,0.07,0.0,0.0,0.01
Stella Deus: The Gate of Eternity,PS2,0.08,0.04,,0.03,0.01
Madden NFL 08,GC,0.08,0.06,,0.02,0.0
NHL 2K7,X360,0.08,0.07,,0.0,0.01
FIFA Soccer 2005,GBA,0.08,0.06,,0.02,0.0
FIFA 18,PC,0.08,,,0.08,0.0
Knights Contract,PS3,0.08,0.04,,0.03,0.01
Blazing Angels: Squadrons of WWII,XB,0.08,0.06,,0.02,0.0
Alien Syndrome,PSP,0.08,0.07,,0.0,0.01
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,0.08,0.06,,0.02,0.0
NBA 10 The Inside,PSP,0.08,0.07,,,0.01
Baroque,Wii,0.08,0.07,0.0,0.0,0.01
TrackMania DS,DS,0.08,0.06,,0.01,0.01
GT Advance 3: Pro Concept Racing,GBA,0.08,0.05,,0.02,0.0
R: Racing Evolution,GC,0.08,0.06,,0.02,0.0
Wetrix,N64,0.08,0.06,,0.02,0.0
Iggy's Reckin' Balls,N64,0.08,0.06,,0.02,0.0
Air Conflicts: Secret Wars,X360,0.08,0.06,,0.02,0.01
Tomb Raider: Underworld,PC,0.08,,,0.07,0.01
Mario vs. Donkey Kong: Tipping Stars,3DS,0.08,,0.08,,
Cloudy With a Chance of Meatballs,PSP,0.08,0.07,,0.0,0.01
Gray Matter,PC,0.08,0.02,,0.05,0.01
Elebits: The Adventures of Kai and Zero,DS,0.08,0.07,0.0,0.0,0.01
Godzilla Generations,DC,0.08,,0.08,,0.0
Hammerin' Hero,PSP,0.08,0.07,,,0.01
Samurai Warriors 2,X360,0.08,0.07,,0.01,0.01
Urban Reign,PS2,0.08,0.04,,0.03,0.01
Exit,PSP,0.08,0.07,,0.0,0.01
Frantix,PSP,0.08,0.08,,0.0,0.01
Ice Age 2: The Meltdown,Wii,0.08,0.06,,0.01,0.01
Taz Wanted,GC,0.08,0.06,,0.02,0.0
Ultimate Ghosts 'n Goblins,PSP,0.08,0.07,,0.0,0.01
Super Street Fighter IV: Arcade Edition,PC,0.08,0.04,,0.02,0.01
Line Rider 2: Unbound,DS,0.08,0.07,,0.0,0.01
Crush,PSP,0.08,0.07,,0.0,0.01
Ultimate Fighting Championship: Throwdown,GC,0.08,0.06,,0.02,0.0
Samurai Shodown Sen,X360,0.08,0.07,,0.01,0.01
Shonen Jump's One Piece: Pirates Carnival,GC,0.08,0.06,,0.02,0.0
Superman Returns,DS,0.07,0.07,,0.0,0.01
Far Cry 5,PC,0.07,,,0.07,0.0
The King of Fighters: Evolution,DC,0.07,,0.07,,0.0
Kengo: Legend of The 9,X360,0.07,0.06,,0.01,0.01
TMNT: Mutant Melee,GC,0.07,0.06,,0.01,0.0
Xbox Live Arcade Unplugged Volume 1,X360,0.07,0.05,,0.01,0.01
Tank! Tank! Tank!,WiiU,0.07,0.02,0.05,0.01,0.0
You Don't Know Jack,DS,0.07,0.07,,,0.01
Disaster: Day of Crisis,Wii,0.07,,0.04,0.03,0.0
Blast Radius,PS,0.07,0.04,,0.03,0.0
Centipede / Breakout / Warlords,GBA,0.07,0.05,,0.02,0.0
Disney's Party,GBA,0.07,0.05,,0.02,0.0
Haunting Ground,PS2,0.07,0.03,,0.03,0.01
Ride 3,PS4,0.07,0.03,,0.03,0.01
Smashing Drive,GC,0.07,0.06,,0.01,0.0
WRC 2: FIA World Rally Championship,X360,0.07,,,0.06,0.01
Need for Speed: Most Wanted (2012),PC,0.07,,,0.06,0.01
Crazy Taxi 2,DC,0.07,,0.07,,
WipEout HD Fury,PS3,0.07,,,0.06,0.01
Gunstar Super Heroes,GBA,0.07,0.05,,0.02,0.0
C: The Contra Adventure,PS,0.07,0.04,,0.02,0.0
Aero Gauge,N64,0.07,0.06,,0.01,0.0
Circuit Breakers,PS,0.07,0.04,,0.03,0.0
Burnout Paradise: The Ultimate Box,PS3,0.07,,0.01,0.05,0.01
Rayman Arena,XB,0.07,0.05,,0.01,0.0
Dream Trigger 3D,3DS,0.07,0.04,,0.02,0.01
Tom Clancy's Ghost Recon 2,GC,0.07,0.06,,0.01,0.0
Operation Flashpoint: Dragon Rising,PC,0.07,0.03,,0.03,0.01
Damnation,X360,0.07,0.06,,0.01,0.01
Operation Flashpoint: Red River,PC,0.07,0.01,,0.04,0.01
Spartan: Total Warrior,GC,0.07,0.05,,0.01,0.0
Bionicle Heroes,X360,0.07,0.05,,0.01,0.01
Football Manager 2010,PC,0.07,,,0.06,0.01
All-Star Baseball 2004,GBA,0.07,0.05,,0.02,0.0
Alexi Lalas International Soccer,PS,0.07,0.04,,0.03,0.0
Firefighter F.D.18,PS2,0.07,0.03,,0.03,0.01
Zombi,PS4,0.07,,0.01,0.04,0.01
Frogger Advance: The Great Quest,GBA,0.07,0.05,,0.02,0.0
Catwoman,GC,0.07,0.05,,0.01,0.0
Rogue Trooper: Quartz Zone Massacre,Wii,0.07,0.06,,0.0,0.01
Rayman 3: Hoodlum Havoc,XB,0.07,0.06,,0.02,0.0
Taz Wanted,XB,0.07,0.05,,0.02,0.0
Open Season,PSP,0.07,0.07,,0.0,0.01
I-Ninja,XB,0.07,0.05,,0.02,0.0
Spot Goes to Hollywood,PS,0.07,0.04,,0.03,0.0
Anubis II,Wii,0.07,0.06,,0.0,0.01
Dino Master: Dig Discover Duel,DS,0.07,0.06,,0.0,0.0
Disney Sports Skateboarding,GBA,0.07,0.05,,0.02,0.0
Culdcept Revolt,3DS,0.07,,0.07,,
Gladius,GC,0.07,0.06,,0.01,0.0
Poi,NS,0.07,0.05,,0.01,0.01
Wallace & Gromit in Project Zoo,GC,0.07,0.05,,0.01,0.0
Rayman 3: Hoodlum Havoc,GC,0.07,0.05,,0.01,0.0
Disney's Donald Duck Advance,GBA,0.07,0.05,,0.02,0.0
Open Season,Wii,0.07,0.06,,0.0,0.01
Sushi Striker: The Way of Sushido,NS,0.07,0.02,0.03,0.01,0.0
Cooking Mama: Sweet Shop,3DS,0.07,0.03,0.04,,0.0
FIFA Soccer 2004,GC,0.07,0.05,,0.01,0.0
Dave Mirra BMX Challenge,PSP,0.07,0.06,,0.0,0.01
Buster Bros. Collection,PS,0.07,0.04,,0.03,0.0
Bomberman Max 2: Red Advance,GBA,0.07,0.05,,0.02,0.0
The Rub Rabbits!,DS,0.07,0.03,0.04,0.0,0.0
Risen 3: Titan Lords Enhanced Edition,PS4,0.07,,,0.06,0.01
Ghost in the Shell: Stand Alone Complex,PSP,0.07,0.06,,,0.01
Fable: The Lost Chapters,PC,0.07,0.01,,0.05,0.01
Dragon Valor,PS,0.07,0.04,,0.03,0.0
Dragoneer's Aria,PSP,0.07,0.02,0.05,0.0,0.0
RPG Maker: Fes,3DS,0.07,0.03,0.02,0.0,0.0
Batman: Rise of Sin Tzu,GBA,0.07,0.05,,0.02,0.0
Alex Rider: Stormbreaker,DS,0.07,0.06,,0.0,0.0
Divinity II: Ego Draconis,PC,0.07,0.01,,0.05,0.01
Torchlight,PC,0.07,,,0.06,0.01
Full Spectrum Warrior: Ten Hammers,PS2,0.07,0.03,,0.02,0.01
Vanguard Bandits,PS,0.07,0.04,,0.03,0.0
Battlezone: Rise of the Black Dogs,N64,0.07,0.06,,0.01,0.0
Army Men: RTS,GC,0.07,0.05,,0.01,0.0
Worms 3D,GC,0.07,0.05,,0.01,0.0
MotorStorm RC,PSV,0.07,,,0.05,0.01
"Flower, Sun, and Rain",DS,0.07,0.06,,0.0,0.01
Obscure,PS2,0.07,0.03,,0.03,0.01
Classic NES Series: Metroid,GBA,0.07,,0.07,,
Shadowgate 64: Trials of the Four Towers,N64,0.07,0.06,,0.01,0.0
Again,DS,0.07,0.07,0.0,,0.01
Second Sight,XB,0.07,0.05,,0.02,0.0
Tomb Raider: Legend,DS,0.07,0.04,,0.02,0.01
BlazBlue: Cross Tag Battle,NS,0.07,0.04,0.01,0.01,0.01
Ultimate Marvel vs. Capcom 3,X360,0.07,,0.04,0.03,0.0
Boxing,PS,0.07,0.04,,0.03,0.0
Midway Arcade Treasures 3,GC,0.07,0.05,,0.01,0.0
Create,PC,0.06,0.04,,0.01,0.0
Rooms: The Main Building,Wii,0.06,0.05,,,0.0
Broken Sword II: The Smoking Mirror,PS,0.06,0.03,,0.02,0.0
Amazing Island,GC,0.06,0.04,,0.01,0.0
PenPen TriIceLon,DC,0.06,,0.06,,0.0
Cartoon Network: Battle Crashers,PS4,0.06,0.05,,,0.01
Tom Clancy's Splinter Cell: Double Agent,GC,0.06,0.04,,0.01,0.0
3D Lemmings,PS,0.06,0.03,,0.02,0.0
Ivy the Kiwi?,Wii,0.06,0.04,,0.02,0.0
One Piece: Pirate Warriors 3 - Deluxe Edition,NS,0.06,,0.05,0.01,0.0
Viewtiful Joe: Red Hot Rumble,GC,0.06,0.04,,0.01,0.0
Men of War: Assault Squad,PC,0.06,0.01,,0.04,0.01
BattleBots: Beyond the BattleBox,GBA,0.06,0.04,,0.01,0.0
MotoGP 10/11,X360,0.06,,,0.05,0.01
Cities XL 2012,PC,0.06,0.01,,0.05,0.01
Neon Genesis Evangelion,N64,0.06,,0.06,,0.0
The Saboteur,PC,0.06,,,0.05,0.01
Brave: A Warrior's Tale,Wii,0.06,0.05,,0.0,0.0
Vampire Rain: Altered Species,PS3,0.06,0.05,0.0,0.0,0.01
Resident Evil - Code: Veronica X,GC,0.06,0.05,,0.01,0.0
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,0.06,0.05,,0.02,0.0
Brave: A Warrior's Tale,X360,0.06,0.05,,0.01,0.0
Fatal Frame,XB,0.06,0.04,,0.01,0.0
X-Men: Destiny,DS,0.06,0.05,,0.01,0.0
Atelier Iris 2: The Azoth Of Destiny,PS2,0.06,0.03,,0.02,0.01
From The Abyss,DS,0.06,0.06,,,0.0
Lord of Magna: Maiden Heaven,3DS,0.06,,0.06,,
Cartoon Network: Battle Crashers,3DS,0.06,0.04,,0.01,0.01
Alien Syndrome,Wii,0.06,0.05,,0.0,0.0
Crimson Gem Saga,PSP,0.06,0.06,,,0.0
IL-2 Sturmovik: Birds of Prey,DS,0.06,0.06,,0.0,0.0
Desert Strike Advance,GBA,0.06,0.05,,0.02,0.0
Kabuki Warriors,XB,0.06,0.05,,0.01,0.0
Lost Kingdoms II,GC,0.06,0.04,,0.01,0.0
Izuna 2: The Unemployed Ninja Returns,DS,0.06,0.05,,,0.0
Generation of Chaos,PSP,0.06,0.05,,0.0,0.0
RPG Maker 3,PS2,0.06,0.03,,0.02,0.01
Disgaea 1 Complete,NS,0.06,0.03,0.01,0.01,0.0
Octomania,Wii,0.06,0.06,,0.0,0.0
